ViewGroup			checked=false	[1183,1065][1407,1289]
ImageView			checked=false	[1183,1065][1407,1289]
ViewGroup			checked=false	[1151,1296][1439,1366]
ViewGroup			checked=false	[1151,1303][1439,1366]
ViewGroup			checked=false	[1151,1303][1439,1366]
FrameLayout			checked=false	[1221,1312][1245,1357]
TextView	¥		checked=false	[1221,1312][1245,1357]
FrameLayout			checked=false	[1252,1303][1369,1360]
TextView	3200		checked=false	[1252,1303][1369,1360]
ViewGroup			checked=false	[2,1396][720,2405]
LinearLayout			checked=false	[11,1405][711,2396]
FrameLayout			checked=false	[11,1405][711,2105]
ImageView			checked=false	[11,1405][711,2105]
LinearLayout			checked=false	[11,2105][711,2396]
FrameLayout			checked=false	[11,2105][711,2186]
TextView	AUFIT空调	AUFIT空调奥克斯出品大3匹省电柜机一级变频冷暖家用wifi智控静音	checked=false	[39,2129][683,2186]
RecyclerView			checked=false	[39,2133][415,2182]
ImageView			checked=false	[39,2133][211,2182]
ImageView			checked=false	[222,2133][404,2182]
RelativeLayout			checked=false	[11,2186][711,2396]
View			checked=false	[39,2200][683,2263]
LinearLayout			checked=false	[39,2207][683,2263]
TextView	补贴15%		checked=false	[39,2207][255,2263]
TextView	已缴纳保证金		checked=false	[269,2207][521,2263]
View			checked=false	[39,2263][683,2267]
LinearLayout			checked=false	[39,2278][683,2368]
TextView	国补后		checked=false	[39,2305][174,2358]
TextView	¥		checked=false	[178,2306][204,2363]
TextView	2598.38		checked=false	[208,2288][413,2368]
TextView	全店好评2889条		checked=false	[424,2310][683,2357]
ViewGroup			checked=false	[720,1396][1438,2405]
LinearLayout			checked=false	[729,1405][1429,2396]
FrameLayout			checked=false	[729,1405][1429,2105]
ImageView			checked=false	[729,1405][1429,2105]
ImageView			checked=false	[750,1426][818,1533]
LinearLayout			checked=false	[729,2105][1429,2396]
FrameLayout			checked=false	[729,2105][1429,2186]
TextView	微星PRO MP	微星PRO MP341CQ E12 34英寸准4K120Hz 内置音箱 1500R曲面显示器	checked=false	[757,2129][1401,2186]
RecyclerView			checked=false	[757,2133][1112,2182]
ImageView			checked=false	[757,2133][939,2182]
ImageView			checked=false	[950,2133][1101,2182]
RelativeLayout			checked=false	[729,2186][1429,2396]
LinearLayout			checked=false	[757,2207][1401,2263]
TextView	送货上门		checked=false	[757,2207][932,2263]
TextView	1246人收藏		checked=false	[946,2207][1169,2263]
TextView	限购1件		checked=false	[1183,2207][1353,2263]
View			checked=false	[757,2263][1401,2267]
LinearLayout			checked=false	[757,2278][1401,2368]
TextView	券后		checked=false	[757,2304][847,2357]
TextView	¥		checked=false	[851,2305][877,2362]
TextView	1158		checked=false	[881,2287][997,2367]
TextView	已抢81件		checked=false	[1008,2294][1401,2360]
ViewGroup			checked=false	[2,2405][720,3168]
LinearLayout			checked=false	[11,2414][711,3168]
FrameLayout			checked=false	[11,2414][711,3114]
ImageView			checked=false	[11,2414][711,3114]
LinearLayout			checked=false	[11,3114][711,3168]
FrameLayout			checked=false	[11,3114][711,3168]
TextView	大疆 新品 DJI	大疆 新品 DJI Lito X1 新手入门航拍机4K高清全向避障前视无人机	checked=false	[39,3138][683,3168]
RecyclerView			checked=false	[39,3142][394,3168]
ImageView			checked=false	[39,3142][221,3168]
ImageView			checked=false	[232,3142][383,3168]
ViewGroup			checked=false	[720,2405][1438,3168]
LinearLayout			checked=false	[729,2414][1429,3168]
FrameLayout			checked=false	[729,2414][1429,3114]
ImageView			checked=false	[729,2414][1429,3114]
LinearLayout			checked=false	[729,3114][1429,3168]
FrameLayout			checked=false	[729,3114][1429,3168]
TextView	徽渔桂黄山臭鲈	徽渔桂黄山臭鲈鱼正宗徽州腌鲜鲈鱼净膛真空半成品商用酒店批发	checked=false	[757,3138][1401,3168]
RecyclerView			checked=false	[757,3142][1021,3168]
ImageView			checked=false	[757,3142][908,3168]
ImageView			checked=false	[919,3142][1010,3168]
LinearLayout			checked=false	[0,2940][1440,3168]
RelativeLayout		首页	checked=false	[0,2996][288,3168]
ImageView			checked=false	[103,3018][184,3099]
TextView	首页		checked=false	[109,3113][179,3154]
RelativeLayout		多多视频	checked=false	[288,2996][576,3168]
ImageView			checked=false	[391,3018][472,3099]
TextView	多多视频		checked=false	[362,3113][502,3154]
RelativeLayout		中秋立减	checked=false	[576,2996][864,3168]
ImageView			checked=false	[622,3021][818,3099]
TextView	中秋立减		checked=false	[650,3113][790,3154]
RelativeLayout		聊天321	checked=false	[864,2996][1152,3168]
ImageView			checked=false	[967,3018][1048,3099]
TextView	99+		checked=false	[1015,3010][1123,3073]
TextView	聊天		checked=false	[973,3113][1043,3154]
RelativeLayout		个人中心0	checked=false	[1152,2996][1440,3168]
ImageView			checked=false	[1255,3018][1336,3099]
ImageView			checked=false	[1321,3003][1360,3042]
TextView	个人中心		checked=false	[1226,3113][1366,3154]
View			checked=false	[0,2995][1440,2996]
View			checked=false	[0,0][1440,160]
View			checked=false	[0,0][1440,160]
