TextView	微星		checked=false	[189,2547][293,2609]
View			checked=false	[321,2561][323,2596]
ViewSwitcher			checked=false	[351,2543][1314,2613]
LinearLayout			checked=false	[351,2543][1314,2613]
TextView	该品牌累计热销520.7万+件		checked=false	[351,2547][984,2609]
ImageView			checked=false	[1328,2557][1370,2600]
View			checked=false	[0,2645][1440,2680]
FrameLayout			checked=false	[0,2680][1440,2961]
LinearLayout			checked=false	[42,2680][1398,2961]
LinearLayout			checked=false	[42,2680][1398,2796]
TextView	# # 拼多多已补贴271.1万件显示器/显示屏		checked=false	[84,2680][1366,2796]
ViewSwitcher			checked=false	[42,2824][1398,2961]
LinearLayout			checked=false	[84,2831][1356,2961]
View			checked=false	[84,2831][1356,2838]
ViewGroup		直接拼成	checked=false	[84,2838][1356,2961]
ViewGroup			checked=false	[84,2860][207,2961]
ViewGroup			checked=false	[84,2860][207,2961]
View			checked=false	[84,2860][200,2961]
ImageView			checked=false	[86,2862][198,2961]
ViewGroup			checked=false	[225,2838][775,2961]
TextView	Alpacahan(^ω^)		checked=false	[225,2857][592,2914]
TextView	该店买过3次		checked=false	[225,2921][509,2961]
LinearLayout			checked=false	[817,2838][1093,2961]
TextView	拼单即将结束		checked=false	[817,2862][1093,2916]
FrameLayout			checked=false	[861,2916][1093,2961]
LinearLayout			checked=false	[861,2916][1093,2961]
TextView	01		checked=false	[861,2916][917,2961]
TextView	:		checked=false	[917,2916][929,2961]
TextView	24		checked=false	[929,2916][985,2961]
TextView	:		checked=false	[985,2916][997,2961]
TextView	18		checked=false	[997,2916][1053,2961]
TextView	.		checked=false	[1053,2916][1065,2961]
TextView	1		checked=false	[1065,2916][1093,2961]
ViewGroup			checked=false	[1118,2866][1356,2961]
TextView	直接拼成		checked=false	[1118,2866][1356,2961]
ViewGroup			checked=false	[1175,2838][1356,2886]
TextView	立享优惠		checked=false	[1175,2838][1356,2886]
ViewGroup			checked=false	[42,2680][1398,2961]
ViewGroup			checked=false	[53,2796][1387,2961]
RelativeLayout		顶部工具栏	checked=false	[0,0][1440,320]
RelativeLayout			checked=false	[0,159][1440,320]
FrameLayout		返回	checked=false	[18,159][158,320]
View			checked=false	[32,183][144,295]
ImageView		返回	checked=false	[67,203][137,275]
FrameLayout			checked=false	[1128,159][1268,320]
LinearLayout			checked=false	[1142,183][1254,295]
ImageView			checked=false	[1142,183][1254,295]
FrameLayout		分享	checked=false	[1282,159][1422,320]
View			checked=false	[1296,183][1408,295]
ImageView			checked=false	[1317,203][1387,275]
LinearLayout			checked=false	[0,2961][1440,3168]
LinearLayout			checked=false	[0,2961][1440,3168]
View			checked=false	[0,2961][27,3168]
LinearLayout			checked=false	[27,2961][588,3168]
LinearLayout		店铺	checked=false	[27,2961][214,3168]
View			checked=false	[27,2961][214,2963]
LinearLayout			checked=false	[27,2963][214,3168]
ImageView			checked=false	[83,2998][157,3072]
TextView	店铺		checked=false	[75,3077][165,3139]
LinearLayout		收藏	checked=false	[214,2961][401,3168]
View			checked=false	[214,2961][401,2963]
LinearLayout			checked=false	[214,2963][401,3168]
FrameLayout			checked=false	[270,2998][344,3072]
ImageView			checked=false	[270,2998][344,3072]
TextView	收藏		checked=false	[262,3077][352,3139]
LinearLayout		客服	checked=false	[401,2961][588,3168]
View			checked=false	[401,2961][588,2963]
LinearLayout			checked=false	[401,2963][588,3168]
FrameLayout			checked=false	[459,3000][529,3070]
ImageView			checked=false	[459,3000][529,3070]
TextView	客服		checked=false	[449,3075][539,3137]
LinearLayout			checked=false	[588,2961][1440,3168]
LinearLayout			checked=false	[588,2961][1439,3168]
ViewGroup		补贴价补贴剩19件¥1158	checked=false	[588,2961][1439,3168]
ImageView			checked=false	[588,2961][1439,3168]
View			checked=false	[588,2961][1439,3168]
View			checked=false	[588,2961][1439,3168]
FrameLayout			checked=false	[648,3012][886,3117]
FrameLayout			checked=false	[648,3012][886,3117]
ImageView			checked=false	[752,3012][857,3117]
ImageView			checked=false	[700,3012][805,3117]
ImageView			checked=false	[648,3012][753,3117]
TextView	补贴剩19件 ¥ 1158		checked=false	[886,2991][1379,3073]
View			checked=false	[886,3077][1314,3139]
View			checked=false	[886,3077][1314,3139]
TextView	品牌正品 发起拼单		checked=false	[886,3077][1314,3139]
View			checked=false	[707,0][732,3168]
